-0.082897,-0.030457,0.92246,1.0003
-0.047504,-0.070001,1.0569,0.98634
0.060203,0.017218,0.95831,1.0995
-0.094156,-0.047571,1.0207,1.0623
0.085771,-0.091109,1.0929,0.99713
0.046066,0.050987,0.9865,1.0789
-0.0022782,-0.051443,1.039,0.92751
0.015705,-0.01152,1.0516,0.978
-0.052543,0.037559,0.98653,1.0855
-0.0082302,-0.028154,1.0311,1.0835
0.092618,0.047268,0.92195,1.0427
0.0093611,-0.021059,1.0868,1.0237
0.0042272,0.036683,0.93749,0.96866
-0.053681,0.040809,0.95324,1.0872
-0.0022205,-0.011539,1.0596,0.92495
0.024812,-0.096084,0.99752,1.0461
0.035827,-0.033828,1.0538,1.0293
-0.020897,-0.015138,0.9792,1.0666
-0.026513,-0.045946,0.95459,0.97966
0.097596,-0.060589,0.90745,1.05
-0.092452,0.064344,1.0347,1.067
0.077034,-0.014016,0.98591,0.96449
0.082657,0.077554,0.99035,1.0105
0.059237,-0.021763,1.022,1.0958
-0.080258,0.053823,0.91188,1.0099
-0.047626,-0.020642,0.96316,0.96608
-0.032929,0.061703,1.0545,1.0239
0.035946,0.051015,1.0393,0.97213
-0.072689,-0.024521,0.92507,1.0513
0.044245,-0.056796,0.92603,0.98278
-0.078648,0.058081,0.91847,0.99847
0.030751,0.089861,0.90156,1.0389
-0.0011652,-0.034487,0.98462,1.0945
0.05581,0.034253,1.0311,0.96555
0.043007,-0.012271,1.0446,1.0676
0.080744,0.0667,1.0062,1.0478
0.078185,0.053771,0.92176,1.0908
-0.033167,-0.066549,1.0264,0.90638
0.039749,0.072396,0.9253,0.97137
-0.060438,0.097974,0.92686,1.0325
-0.093892,0.0028847,0.91972,0.9563
0.048815,0.076856,0.92841,0.94608
4.4871e-06,0.017605,0.93365,1.0422
-0.0040156,-0.06905,0.93925,1.0249
0.080944,-0.060027,0.9635,1.0181
0.021973,-0.018609,0.96329,1.0321
0.023533,0.049741,0.94351,0.90951
0.071888,0.065117,0.95021,0.96976
0.061098,0.057993,1.0786,0.99027
0.015344,-0.036295,1.0406,0.94818
-0.063416,0.0068128,1.0111,1.043
-0.052014,-0.08201,0.93689,1.0712
0.077302,-0.077659,0.94241,0.9563
-0.094265,-0.072741,0.91547,1.0462
-0.0020197,0.03573,1.0828,0.92755
-0.066415,-0.0009646,1.0413,1.0673
0.095736,-0.062058,1.0116,0.92772
0.042539,-0.00099884,0.96269,1.0176
9.4325e-05,-0.070478,0.93324,0.97323
-0.0057823,-0.089005,1.0245,1.0614
-0.088076,0.070143,1.0976,1.0008
0.036394,0.012112,0.93409,0.99792
-0.091514,0.085922,0.95156,1.0754
-0.085711,0.039333,0.97936,0.97063
0.00433,0.016558,0.9148,0.98989
-0.080654,0.063079,1.0368,1.0927
0.06363,0.075803,0.98048,0.90846
0.063509,0.097782,1.0966,1.0946
0.044488,-0.099896,0.98044,0.93784
-0.070027,0.073088,1.0241,1.0334
0.031921,0.022513,0.93087,1.0173
0.003719,0.09799,0.97627,1.035
0.094595,0.005536,0.93223,0.9722
0.029798,-0.0040953,1.0516,1.0241
0.060066,0.06027,1.0742,1.0622
-0.0092405,-0.054431,0.97016,0.90385
-0.013522,-0.00038114,1.0371,0.91677
0.065063,0.08017,0.95883,1.095
-0.083306,0.014932,1.0061,1.0303
-0.073366,0.069036,1.0665,0.94625
-0.065322,0.047728,1.0195,0.9807
-0.021812,0.017197,0.96706,0.9244
0.066276,-0.050653,0.95985,0.95369
0.060673,0.033283,0.99052,0.95157
-0.087906,-0.083303,0.98453,0.96633
-0.020148,0.025192,0.97192,0.93045
0.0053752,0.032189,1.0117,0.9696
-0.01664,0.04595,1.0485,0.92433
0.031372,0.07815,0.98487,1.0768
0.025595,0.096461,0.98587,0.91886
-0.041603,0.053806,0.92497,1.086
-0.01367,0.016289,0.90489,0.9798
-0.096903,0.085663,0.95804,0.90948
0.096813,0.016018,0.9635,0.96847
-0.066566,-0.096603,1.0307,1.0472
-0.078757,-0.075828,1.0914,1.0589
-0.025518,0.072542,1.0871,1.009
-0.060376,-0.0031407,0.99158,1.0372
-0.0020625,0.068971,0.9481,1.0787
-0.032101,-0.058119,1.0528,0.91096
0.090326,0.010458,1.0519,0.96073
0.084066,0.025977,1.0481,0.90924
-0.089465,-0.093602,1.0487,0.9391
0.047572,0.022943,0.92118,1.044
-0.046176,-0.027518,1.0363,1.0444
-0.015433,-0.090093,0.99265,1.0756
0.0095742,-0.002086,0.94243,1.0165
0.088547,-0.061498,0.9197,0.91414
-0.016451,-0.075383,1.0647,1.0845
0.09661,-0.058901,0.935,1.0601
-0.039709,-0.070697,0.93271,0.95719
0.04022,-0.062186,1.0332,1.0087
0.033268,-0.09147,1.0789,1.097
0.0078253,0.02704,1.0033,1.0431
0.039621,-0.043627,1.0405,1.0678
0.033306,0.0077193,0.93072,0.98665
-0.064374,0.039033,1.0907,0.99412
-0.074397,-0.0001768,1.0082,1.0121
0.099816,0.0071602,1.0359,0.95382
-0.065776,-0.010963,0.90731,1.0498
-0.09348,-0.075214,1.0618,1.0008
0.01224,-0.0019285,1.0497,1.0294
0.076373,0.0706,0.92404,0.96155
0.033835,0.074785,1.005,0.92774
-0.061913,-0.045941,0.96517,0.99511
-0.026217,-0.058308,1.0093,0.97249
-0.0078548,0.012996,0.97978,1.0576
0.096328,0.028062,0.98302,1.0561
-0.068719,-0.016594,0.93615,1.0337
0.071105,-0.058805,0.95108,0.9267
0.028953,0.089587,0.90411,0.90431
-0.024746,-0.083586,1.0847,1.012
-0.061815,-0.078858,1.0307,0.96016
-0.014349,-0.071592,1.0865,1.0879
-0.0035956,-0.066708,0.9327,1.0962
-0.075878,0.024192,1.0842,0.95732
0.017901,0.014742,1.0589,1.0602
-0.054762,-0.089584,1.0155,1.0792
-0.023076,0.08624,0.98801,1.0195
0.016597,0.045732,0.95152,1.0768
-0.049639,0.047568,1.0504,1.0887
-0.041912,-0.087319,0.94573,1.0098
0.023418,0.072088,0.91284,1.0457
-0.046944,0.086881,1.0535,1.0154
0.064875,0.09688,1.0342,0.90517
0.096533,0.071788,1.043,0.98931
0.04605,0.057112,1.0284,1.0293
-0.031225,0.0026755,0.98381,1.0042
0.016814,-0.06448,0.97815,0.97446
-0.078446,-0.020282,1.0632,1.0874
0.081262,-0.073214,0.96349,1.0659
0.075931,-0.093822,1.0629,1.0698
0.063552,0.087828,1.0578,0.97451
-0.047854,-0.039739,1.0705,1.0186
0.018871,-0.040893,1.0011,1.0745
-0.095497,-0.033413,1.0271,1.0867
-0.014948,-0.0065864,1.0902,1.0337
-0.037456,0.02964,0.98879,0.94136
-0.067703,-0.094954,0.912,1.0308
-0.064247,0.068441,1.0733,0.91441
-0.015423,0.011807,1.0262,0.98135
-0.081154,0.07082,0.97101,1.0334
0.019705,-0.030424,1.0994,1.0867
-0.0058151,-0.010795,0.94483,1.0622
0.03919,-0.089152,1.0305,0.99691
0.039978,-0.064578,1.021,1.0513
0.027706,0.032562,0.97745,0.98341
-0.093279,-0.033834,0.92844,1.0944
-0.086239,0.079697,0.90503,1.0976
-0.03608,-0.076369,0.98422,1.0728
0.0061729,0.097684,0.93682,0.97778
0.030889,0.0079964,1.0452,0.99095
-0.018476,0.041383,0.97407,0.94934
0.063996,0.099898,1.0683,1.0569
0.043672,-0.04243,1.0468,1.0766
0.09373,-0.017095,1.0142,1.0827
0.0062668,-0.007032,0.93537,1.0117
-0.034971,0.052791,1.0915,1.0198
-0.078874,0.063641,0.95306,0.92978
0.022192,-0.079956,1.0849,1.0799
0.05576,-0.064377,0.94475,0.99008
-0.015309,-0.028073,0.97471,0.94113
-0.081835,-0.088659,0.9175,1.0799
-0.046706,0.0043771,1.028,1.0525
-0.069269,-0.03283,0.93612,1.0765
-0.043799,-0.064866,0.90901,0.95699
-0.011983,-0.058211,1.0446,1.0346
0.0054285,0.081031,0.96949,1.0329
-0.0085151,0.035078,1.0321,0.92456
0.075074,-0.0063064,0.97677,0.98146
0.0036104,0.082426,1.0255,0.95506
0.088725,-0.079198,0.90433,1.0433
0.027542,0.049109,1.0821,0.95668
0.091539,0.047253,1.0601,1.0792
-0.051859,0.012372,1.0492,1.0653
0.035224,-0.063161,1.0626,0.97801
-0.042187,0.019442,0.97666,0.99958
0.034362,-0.040013,1.0235,1.039
0.039028,-0.073175,1.0151,1.0669
-0.086401,-0.05748,1.006,1.0219
-0.049042,0.078988,0.95501,1.0149
-0.055192,-0.085709,0.94973,0.96521
0.033567,-0.051503,0.99033,0.99128
0.068878,-0.089249,0.94554,1.0428
-0.031108,-0.011656,1.0609,1.0769
0.056104,-0.097343,1.0972,1.0442
0.035066,0.079438,0.906,0.90372
-0.098657,-0.060668,1.0071,1.035
0.020434,-0.081326,0.91742,0.9877
-0.022646,-0.038527,1.0604,0.98756
0.083198,-0.0087885,1.0978,0.92341
-0.09977,-0.079666,0.91339,1.0629
-0.0075102,0.099078,1.0879,0.96497
-0.01513,-0.033581,0.90364,0.94925
